그룹,진료년도,성별,연령,진료인원
그룹9,2021,남자,35-39세,620306
그룹9,2021,남자,40-44세,686944
그룹9,2021,남자,45-49세,703081
그룹9,2021,남자,50-54세,755299
그룹9,2021,남자,55-59세,724675
그룹9,2021,남자,60-64세,768547
그룹9,2021,남자,65-69세,607736
그룹9,2021,남자,70-74세,439628
그룹9,2021,남자,75-79세,320999
그룹9,2021,남자,80~84세,214582
그룹9,2021,남자,85세이상,111208
그룹9,2021,여자,0~4세,161080
그룹9,2021,여자,5-9세,286456
그룹9,2021,여자,10-14세,326547
그룹9,2021,여자,15-19세,382984
그룹9,2021,여자,20-24세,533815
그룹9,2021,여자,25-29세,638226
그룹9,2021,여자,30-34세,598866
그룹9,2021,여자,35-39세,656561
그룹9,2021,여자,40-44세,751744
그룹9,2021,여자,45-49세,835759
그룹9,2021,여자,50-54세,1031921
그룹9,2021,여자,55-59세,990925
그룹9,2021,여자,60-64세,1077970
그룹9,2021,여자,65-69세,859673
그룹9,2021,여자,70-74세,633337
그룹9,2021,여자,75-79세,504428
그룹9,2021,여자,80~84세,379846
그룹9,2021,여자,85세이상,242638
그룹9,2022,남자,0~4세,210427
그룹9,2022,남자,5-9세,321317
그룹9,2022,남자,10-14세,427438
그룹9,2022,남자,15-19세,452419
그룹9,2022,남자,20-24세,464742
그룹9,2022,남자,25-29세,606986
그룹9,2022,남자,30-34세,618075
그룹9,2022,남자,35-39세,604562
그룹9,2022,남자,40-44세,711525
그룹9,2022,남자,45-49세,696007
그룹9,2022,남자,50-54세,771672
그룹9,2022,남자,55-59세,708045
그룹9,2022,남자,60-64세,772254
그룹9,2022,남자,65-69세,635598
그룹9,2022,남자,70-74세,461024
그룹9,2022,남자,75-79세,328571
그룹9,2022,남자,80~84세,239550
그룹9,2022,남자,85세이상,123695
그룹9,2022,여자,0~4세,189129
그룹9,2022,여자,5-9세,286532
그룹9,2022,여자,10-14세,357221
그룹9,2022,여자,15-19세,421357
그룹9,2022,여자,20-24세,511850
그룹9,2022,여자,25-29세,639811
그룹9,2022,여자,30-34세,625983
그룹9,2022,여자,35-39세,634321
그룹9,2022,여자,40-44세,773071
그룹9,2022,여자,45-49세,831419
그룹9,2022,여자,50-54세,1032891
그룹9,2022,여자,55-59세,982349
그룹9,2022,여자,60-64세,1090042
그룹9,2022,여자,65-69세,904324
그룹9,2022,여자,70-74세,666304
그룹9,2022,여자,75-79세,510772
그룹9,2022,여자,80~84세,418417
그룹9,2022,여자,85세이상,263125
그룹9,2023,남자,0~4세,257683
그룹9,2023,남자,5-9세,402332
그룹9,2023,남자,10-14세,500352
그룹9,2023,남자,15-19세,506893
그룹9,2023,남자,20-24세,494756
그룹9,2023,남자,25-29세,649504
그룹9,2023,남자,30-34세,693584
그룹9,2023,남자,35-39세,652528
그룹9,2023,남자,40-44세,780147
그룹9,2023,남자,45-49세,717601
그룹9,2023,남자,50-54세,802088
그룹9,2023,남자,55-59세,752554
그룹9,2023,남자,60-64세,800558
그룹9,2023,남자,65-69세,705684
그룹9,2023,남자,70-74세,490097
그룹9,2023,남자,75-79세,361931
그룹9,2023,남자,80~84세,254958
그룹9,2023,남자,85세이상,140127
그룹9,2023,여자,0~4세,232154
그룹9,2023,여자,5-9세,361972
그룹9,2023,여자,10-14세,421785
그룹9,2023,여자,15-19세,473159
그룹9,2023,여자,20-24세,544711
그룹9,2023,여자,25-29세,698114
그룹9,2023,여자,30-34세,717797
그룹9,2023,여자,35-39세,698613
그룹9,2023,여자,40-44세,866181
그룹9,2023,여자,45-49세,847340
그룹9,2023,여자,50-54세,1063944
그룹9,2023,여자,55-59세,1044851
그룹9,2023,여자,60-64세,1121999
그룹9,2023,여자,65-69세,990002
그룹9,2023,여자,70-74세,701490
그룹9,2023,여자,75-79세,545488
그룹9,2023,여자,80~84세,438838
그룹9,2023,여자,85세이상,292001
그룹9,2024,남자,0~4세,230979
그룹9,2024,남자,5-9세,400991
그룹9,2024,남자,10-14세,530090
그룹9,2024,남자,15-19세,518337
그룹9,2024,남자,20-24세,488061
그룹9,2024,남자,25-29세,648625
그룹9,2024,남자,30-34세,731114
그룹9,2024,남자,35-39세,674089
그룹9,2024,남자,40-44세,777867
그룹9,2024,남자,45-49세,732878
그룹9,2024,남자,50-54세,809270
그룹9,2024,남자,55-59세,776010
그룹9,2024,남자,60-64세,803079
그룹9,2024,남자,65-69세,752312
그룹9,2024,남자,70-74세,524467
그룹9,2024,남자,75-79세,386485
그룹9,2024,남자,80~84세,261185
그룹9,2024,남자,85세이상,156573
그룹9,2024,여자,0~4세,209212
그룹9,2024,여자,5-9세,363098
그룹9,2024,여자,10-14세,452018
그룹9,2024,여자,15-19세,480501
그룹9,2024,여자,20-24세,524896
그룹9,2024,여자,25-29세,696666
그룹9,2024,여자,30-34세,745332
그룹9,2024,여자,35-39세,709513
그룹9,2024,여자,40-44세,855881
그룹9,2024,여자,45-49세,859857
그룹9,2024,여자,50-54세,1056410
그룹9,2024,여자,55-59세,1070511
그룹9,2024,여자,60-64세,1115281
그룹9,2024,여자,65-69세,1055865
그룹9,2024,여자,70-74세,744011
그룹9,2024,여자,75-79세,573405
그룹9,2024,여자,80~84세,442064
그룹9,2024,여자,85세이상,319378
